,feature,rmse_median_SANS,rmse_25perc_SANS,rmse_75perc_SANS,r2_median_SANS,r2_25perc_SANS,r2_75perc_SANS,r_median_SANS,r_25perc_SANS,r_75perc_SANS
97,INSTalpha_nodestrength,5.165153418028801,5.01516743687132,5.372723141727733,-0.0017596892038139744,-0.010433783676516484,9.340116424885747e-05,0.0,-0.003945422831329276,0.08032018903501043
98,INSTbeta_betwcentr,5.109954115711684,5.011617323352745,5.374032461242892,-0.0017642147281693443,-0.0049442987683460116,-0.00033123408451984915,0.0,0.0,0.0
99,INSTbeta_clusteringcoefficient,5.111986203482685,4.979590020781081,5.3486288020319765,-0.0014568399095518103,-0.003791021632410352,-0.00036504175024254515,0.0,0.0,0.0
100,INSTbeta_nodestrength,5.146692445285609,4.979590020781081,5.379272005783537,-0.0017579497817333811,-0.004211395182617594,-0.0003883345623624246,0.0,0.0,0.0
101,INSTdelta_betwcentr,5.179874957633265,5.0331803965471344,5.424474320538532,-0.0046544205110868875,-0.019617206963844447,-0.00042877459499307546,0.0,-0.03479788685757587,0.0
102,INSTdelta_clusteringcoefficient,5.127993228060054,5.010025677592462,5.347760101453353,-0.0025770245470302378,-0.007577234165529856,-0.00022541221620292484,0.0,0.0,0.024859137791710884
103,INSTdelta_nodestrength,5.123088246989595,5.023095562183164,5.379373258553534,-0.0026944911862436527,-0.012110319581045859,-0.00022541221620292484,0.0,0.0,0.026070034119865155
104,INSTgamma_betwcentr,5.179714105614641,5.026504918052382,5.3913170581115,-0.002216552533553795,-0.009800314915538955,-0.0001528220291412974,0.0,0.0,8.394186993200548e-05
105,INSTgamma_clusteringcoefficient,5.113098746389756,5.020089337092761,5.3486288020319765,-0.0015464632309761805,-0.004607685175925524,-0.0003883345623624246,0.0,0.0,0.0
106,INSTgamma_nodestrength,5.123243217337242,5.0020049182563895,5.3486288020319765,-0.001214103342563777,-0.003791021632410352,-0.00033378543946827044,0.0,0.0,0.0
107,INSTtheta_betwcentr,5.16959706829395,4.99977343965711,5.341677054250017,-0.0012333182369942408,-0.008045438934141613,0.0027807796864108003,0.023458618680291258,0.0,0.09736536362373975
108,INSTtheta_clusteringcoefficient,5.1737798069016625,5.028855464057273,5.400908567642671,-0.0026944911862436527,-0.007594989356613013,-0.0003883345623624246,0.0,-0.02009816648568153,0.0
109,INSTtheta_nodestrength,5.160948692154694,5.028030724375787,5.400908567642671,-0.0017596892038139744,-0.006901194886801687,-0.00028408824107550856,0.0,0.0,0.0
110,KFD_Alpha,5.1940557055355985,5.023174692357249,5.425146144476441,-0.0032692923750025082,-0.025509328956198674,-0.00039499474844306715,0.0,-0.026815432535457054,0.0
111,KFD_Beta,5.123243217337242,5.004596945264919,5.361692834262738,-0.0014568399095518103,-0.003791021632410352,-0.00036504175024254515,0.0,0.0,0.0
112,KFD_Delta,5.153430543570107,5.020089337092761,5.3664860198524735,-0.0019214378227726536,-0.008045438934141613,-0.0003781989826950882,0.0,0.0,0.0
113,KFD_Gamma,5.123243217337242,4.979590020781081,5.361692834262738,-0.0016701769027434032,-0.0041426625670591966,-0.0003883345623624246,0.0,0.0,0.0
114,KFD_Theta,5.166006438080133,5.015636181287176,5.4364022029479875,-0.003165427627707662,-0.017364253684342135,-0.00042877459499307546,0.0,-0.14124243599720587,0.0
115,LCOHalpha_betwcentr,5.173053477081501,5.026444097207339,5.35070490407417,-0.0026944911862436527,-0.008690952179952027,-0.0008084990274027093,0.0,-0.11854873800565738,0.0
116,LCOHalpha_clusteringcoefficient,5.196056866321271,5.026504918052382,5.420779143824671,-0.0026944911862436527,-0.011110561832672283,-0.0003781989826950882,0.0,-0.006174236474772769,0.0
117,LCOHalpha_nodestrength,5.164070503012605,5.026504918052382,5.400908567642671,-0.002529892610823814,-0.01020991763333684,-0.0003781989826950882,0.0,-0.02186801180028514,0.0
118,LCOHbeta_betwcentr,5.228530508280186,5.045481990079539,5.421916542977049,-0.0020382774791399827,-0.03489545556875345,-1.3532854099440605e-05,0.01712661601874179,0.0,0.10086413770190103
119,LCOHbeta_clusteringcoefficient,5.145535543417283,4.97984882218251,5.407331838192255,-0.0028351514382308762,-0.008185464068255766,-0.0006156409918470218,0.0,-0.04220093314614807,0.0
120,LCOHbeta_nodestrength,5.146609798278555,4.979590020781081,5.390035796929602,-0.002661398698619588,-0.006695975878846572,-0.0003222241584094898,0.0,-0.009658653437579998,0.0024224616247717906
121,LCOHdelta_betwcentr,5.136683402085415,4.986475579658233,5.343508547000422,-0.0018787526280719113,-0.013460491551185672,0.005119308326359956,0.008259140145787502,0.0,0.14460161491540938
122,LCOHdelta_clusteringcoefficient,5.110120413104239,4.979590020781081,5.3486288020319765,-0.0013125452736026944,-0.0033981872850975536,-0.00033378543946827044,0.0,0.0,0.0
123,LCOHdelta_nodestrength,5.110120413104239,4.979590020781081,5.361692834262738,-0.0014568399095518103,-0.003905260483438755,-0.00036504175024254515,0.0,0.0,0.0
124,LCOHgamma_betwcentr,5.137125454770361,5.004596945264919,5.397862144852206,-0.00304796207038327,-0.008293003200453675,-0.0005787173415036095,0.0,-6.547757454882473e-05,0.0
125,LCOHgamma_clusteringcoefficient,5.178718055764939,4.979590020781081,5.379373258553534,-0.002333811196067792,-0.007389716407399938,-0.00039499474844306715,0.0,0.0,0.0
126,LCOHgamma_nodestrength,5.178718055764939,4.979590020781081,5.361692834262738,-0.0025207384466323646,-0.006761625395775295,-0.00039499474844306715,0.0,0.0,0.0
127,LCOHtheta_betwcentr,5.22495708355445,5.0291294268098685,5.439278061388377,-0.0029998029084905564,-0.01368812235549216,-0.0003883345623624246,0.0,-0.0156823300566724,0.0
128,LCOHtheta_clusteringcoefficient,5.113739349149089,5.004638668793224,5.379373258553534,-0.0015464632309761805,-0.004607685175925524,-0.00036504175024254515,0.0,0.0,0.0
129,LCOHtheta_nodestrength,5.146692445285609,5.004754873241926,5.400908567642671,-0.0017642147281693443,-0.006238531585816609,-0.00039060900429221945,0.0,0.0,0.0
130,LPSalpha_betwcentr,5.123243217337242,5.009822292740479,5.412578537306848,-0.0025207384466323646,-0.007760009701093584,-0.00039499474844306715,0.0,0.0,0.0
131,LPSalpha_clusteringcoefficient,5.182208035736794,5.012617704600991,5.442993311527609,-0.002374659579601923,-0.008045438934141613,-0.00039060900429221945,0.0,0.0,0.0
132,LPSalpha_nodestrength,5.209263785766543,5.012617704600991,5.42311598918496,-0.002661398698619588,-0.008045438934141613,-0.0004068702847820349,0.0,-0.008261665611893978,0.0
133,LPSbeta_betwcentr,5.129939519172252,5.020089337092761,5.379373258553534,-0.0013125452736026944,-0.006901194886801687,-0.00033123408451984915,0.0,0.0,0.0
134,LPSbeta_clusteringcoefficient,5.110120413104239,4.979590020781081,5.379373258553534,-0.001214103342563777,-0.0033981872850975536,-0.00033378543946827044,0.0,0.0,0.0
135,LPSbeta_nodestrength,5.110120413104239,4.979590020781081,5.3486288020319765,-0.001114567739652017,-0.0032709916160870156,-0.00033123408451984915,0.0,0.0,0.0
136,LPSdelta_betwcentr,5.139493360287629,4.986437367292911,5.368050625623603,-0.0018618051187766493,-0.01287816388371027,0.00993542170163389,0.0,-0.0028760185745889347,0.13164566223251337
137,LPSdelta_clusteringcoefficient,5.112849423894797,4.979590020781081,5.400908567642671,-0.0024214571964030762,-0.006238531585816609,-0.00040762843209196653,0.0,0.0,0.0
138,LPSdelta_nodestrength,5.110120413104239,4.979590020781081,5.379373258553534,-0.0015464632309761805,-0.0041870020539958586,-0.0003883345623624246,0.0,0.0,0.0
139,LPSgamma_betwcentr,5.204173826713994,5.010076193397146,5.38678063776243,-0.0009395527333042608,-0.02268058522180766,0.004594275174882062,0.03367041491648337,-0.0010367371448086159,0.1533552266691407
140,LPSgamma_clusteringcoefficient,5.110120413104239,4.979590020781081,5.3486288020319765,-0.0014568399095518103,-0.0033981872850975536,-0.00039499474844306715,0.0,0.0,0.0
141,LPSgamma_nodestrength,5.110120413104239,4.979590020781081,5.348459315091427,-0.0015464632309761805,-0.0035660568317254504,-0.0004248160828800862,0.0,-0.004658541576027939,0.0
142,LPStheta_betwcentr,5.114681799101067,4.9737641963517305,5.364926959664481,-0.0016153945678648585,-0.006951172838627895,-0.0001528220291412974,0.0,0.0,0.0
143,LPStheta_clusteringcoefficient,5.133592972396521,5.004596945264919,5.352232941222702,-0.0020931166028084203,-0.006992450138261053,-0.00036504175024254515,0.0,0.0,0.0
144,LPStheta_nodestrength,5.142871863455348,4.997750666845354,5.356471775718843,-0.00250756393567908,-0.010854703748592098,-0.00039060900429221945,0.0,-0.07172435445397064,0.0
145,LT95Alpha,5.133704431008445,5.020312142812134,5.460550189984268,-0.0017642147281693443,-0.025100583808696342,-0.0003247807926211599,0.0,0.0,0.042565069525807415
146,LT95Beta,5.19030865789226,5.010437266288223,5.402292419566995,-0.004646292354314019,-0.03185653929715915,-0.0006637121683740754,0.0,-0.10325652565088483,0.0
147,LT95Delta,5.123243217337242,4.979590020781081,5.359954015324179,-0.0011298599360560768,-0.0032687629644032046,-0.00033123408451984915,0.0,0.0,0.0
148,LT95Gamma,5.253366176353868,4.957479772357944,5.399064316392939,-0.0020931166028084203,-0.031244668314818924,0.002307490938966733,0.001151594947200442,0.0,0.0987048499243403
149,LT95Theta,5.146692445285609,5.004596945264919,5.367577463948743,-0.0025207384466323646,-0.005399190451027769,-0.0004248160828800862,0.0,0.0,0.0
150,LyapExp,5.123243217337242,4.979590020781081,5.379373258553534,-0.0013125452736026944,-0.0033981872850975536,-0.00033378543946827044,0.0,0.0,0.0
151,LZC_exhaustive,5.13631633521995,5.026504918052382,5.400908567642671,-0.00304796207038327,-0.008078479505630343,-0.00042877459499307546,0.0,-0.04404266986421264,0.0
152,LZC_primitive,5.124885085313492,5.026504918052382,5.398831846089886,-0.00304796207038327,-0.008078479505630343,-0.00042877459499307546,0.0,0.0,0.0
153,Microstates_Temp_Param,5.152087480196942,5.0133777657923515,5.400908567642671,-0.0029330335192848667,-0.010318084997745669,-9.335131580251455e-05,0.0,-0.003603284004492964,0.019281943024927445
154,Microstates_Transitions,5.117869240866488,4.936142009024492,5.3643632443628695,0.01408655968558653,-0.0014991490768046511,0.034525520314347,0.16949831419236494,0.09745215197226481,0.23646765538239728
155,Mobility,5.166006438080133,5.018788703569801,5.398287503734739,-0.0020931166028084203,-0.007281820438892139,-0.0003883345623624246,0.0,-0.004756539595742934,0.0
156,rEEG_asymmetry_Alpha,5.202514265219152,5.030376758314622,5.421071596023999,-0.00304796207038327,-0.010817609779102177,-0.0008085572900344284,0.0,-0.07463513711786313,0.0
157,rEEG_asymmetry_Beta,5.163728212212808,4.979607102276061,5.378330891743094,-0.0014568399095518103,-0.003905260483438755,-0.00033378543946827044,0.0,0.0,0.0
158,rEEG_asymmetry_Delta,5.146692445285609,5.004596945264919,5.3486288020319765,-0.0015464632309761805,-0.003905260483438755,-0.0003883345623624246,0.0,0.0,0.0
159,rEEG_asymmetry_Gamma,5.146692445285609,4.979590020781081,5.3640149624067766,-0.002167368625407229,-0.006380201166142185,-0.00033123408451984915,0.0,0.0,0.0411277602642896
160,rEEG_asymmetry_Theta,5.18864574566602,5.022634492941437,5.433927068654372,-0.0035574839329589603,-0.019745580848082755,-0.0006099117749176486,0.0,-0.09006099735208492,0.0
161,rEEG_CV_Alpha,5.168737914743666,5.01932380413463,5.405207383706699,-0.0025207384466323646,-0.009276120280422406,-0.0003883345623624246,0.0,0.0,0.0
162,rEEG_CV_Beta,5.125003249686239,5.004596945264919,5.3486288020319765,-0.0013125452736026944,-0.004172544855706173,-0.00036504175024254515,0.0,0.0,0.0
163,rEEG_CV_Delta,5.123243217337242,4.977740989259248,5.3486288020319765,-0.0014568399095518103,-0.0036669598789618174,-0.00033378543946827044,0.0,0.0,0.0
164,rEEG_CV_Gamma,5.181093746673328,5.0020049182563895,5.386694845543853,-0.002333811196067792,-0.008078479505630343,-0.00042877459499307546,0.0,0.0,0.0
165,rEEG_CV_Theta,5.123243217337242,5.0020049182563895,5.3486288020319765,-0.0014155450357472565,-0.004211395182617594,-0.00036504175024254515,0.0,0.0,0.0
166,RQA_determinism,5.149773312278926,5.026504918052382,5.392930070674475,-0.002395719755174275,-0.007109502441139948,-0.00039499474844306715,0.0,0.0,0.0
167,RQA_entropy,5.188281167987437,5.0256457668759795,5.412745242484556,-0.0076407493599727205,-0.036430711822454165,-0.0010943277801633844,0.0,-0.11956147270505214,0.0
168,RQA_laminarity,5.151049231785844,5.02687188411081,5.406120541948095,-0.0026944911862436527,-0.008568467758492793,-0.00039499474844306715,0.0,-0.059131780063150716,0.0
169,RQA_max_diag,5.231060323163353,5.034901962413441,5.4081751478319156,-0.003890596810282365,-0.03966029764712603,0.0021666418906087226,0.009348362809511818,-0.0012130532811578838,0.12208124401728904
170,RQA_max_vert,5.313762989450279,5.032366467609465,5.476570840311243,-0.010765375200896377,-0.05686568664972791,-0.0008189596390731912,0.04409345377880457,0.0,0.11031874184766621
171,RQA_mean_diag,5.167426740538632,4.991266552144688,5.4079771084055945,-0.004369566268978109,-0.030267807799630397,-0.0006156409918470218,0.0,-0.0462625189265322,0.0
172,RQA_rte,5.189746427635296,5.027691489539329,5.422739200287627,-0.0044213840723225095,-0.024756020411887125,-0.00011696942024230772,0.0,-0.020475060282578145,0.06820982619939175
173,RQA_trappingtime,5.235081737351633,5.031466823321658,5.430436576548712,-0.007581056851063472,-0.0391446335283851,-0.0014135725313837444,0.0,-0.06201675090880746,0.0012880291764018545
174,SampEn,5.205494570942194,5.030102795562026,5.407940104166488,-0.004607071156146003,-0.02796795219125109,-0.0007783598488541044,0.0,-0.057402164406878065,0.0
175,SE_Alpha,5.196442033428276,5.026504918052382,5.3803045474868165,-0.0028351514382308762,-0.009033292245029745,-0.0005787173415036095,0.0,0.0,0.0
176,SE_Beta,5.166006438080133,5.016791952219611,5.410612369327573,-0.0024073029553191017,-0.00789550507866299,-0.0002630686587283271,0.0,0.0,0.01944151557930971
177,SE_Delta,5.123243217337242,4.979946319061694,5.42253813096074,-0.002586049277263802,-0.006238531585816609,-0.00039060900429221945,0.0,0.0,0.0
178,SE_Gamma,5.1717313064363815,5.012530556347574,5.361635531731885,-0.0029486349744342055,-0.008818490997583861,-0.0006491540933619144,0.0,-0.07235375057119314,0.0
179,SE_Theta,5.203441658148201,5.030102795562026,5.394762565069523,-0.0035234616944503916,-0.031111775927437524,-0.00039499474844306715,0.0,-0.04251714980557987,0.0
180,slor_alpha,5.107632905517901,4.980634215772611,5.358451983812246,-0.0010088055563028941,-0.006447218694783929,-0.00011696942024230772,0.0,0.0,0.06311063396528228
181,slor_beta,5.104574527851499,5.007067640873472,5.361308321838128,-0.003384179609479232,-0.00781643595523901,-0.00033123408451984915,0.0,-0.00638943168720316,0.0
182,slor_delta,5.123095278233327,5.011777752102213,5.387390424082627,-0.0015464632309761805,-0.003991902461761565,-0.0002388719297077846,0.0,0.0,0.0023138711118598394
183,slor_gamma,5.107906817619895,5.005880295579935,5.400908567642671,-0.0019726112995804845,-0.007959736226477332,-0.00028408824107550856,0.0,-0.021210389933673017,0.020968496093457432
184,slor_theta,5.1722743289329,5.021405874308161,5.402770384194383,-0.00263258262713717,-0.01635609509507796,-0.0003222241584094898,0.0,-0.036741419402170274,0.0
185,Theta,5.145535543417283,5.026504918052382,5.361692834262738,-0.0026850220163349148,-0.006238531585816609,-0.0006466807147222364,0.0,-0.006337829735828918,0.0
186,thetaPh_alphaAmp,5.159404062970415,5.012028320652173,5.381888244787666,-0.00304796207038327,-0.007577234165529856,-0.0006637121683740754,0.0,0.0,0.0
187,thetaPh_betaAmp,5.123693123359039,5.020089337092761,5.4075698525870015,-0.00244872317074063,-0.008045438934141613,-0.00039060900429221945,0.0,0.0,0.0
188,thetaPh_gammaAmp,5.110120413104239,4.979590020781081,5.361692834262738,-0.0015464632309761805,-0.003854227125675902,-0.00039499474844306715,0.0,0.0,0.0
189,WT95Alpha,5.170146277718283,5.026504918052382,5.400908567642671,-0.0025207384466323646,-0.01050571217768409,-0.00039060900429221945,0.0,-0.020454898518944376,0.0
190,WT95Beta,5.188968637530434,5.020089337092761,5.475464431479231,-0.0027577284460869045,-0.0111010052322143,-0.00040762843209196653,0.0,-0.057851790321195314,0.0
191,WT95Delta,5.123243217337242,5.020089337092761,5.37817609819586,-0.002333811196067792,-0.00595426589939918,-0.00028821160931397083,0.0,0.0,0.0
192,WT95Gamma,5.207706016592544,5.028855464057273,5.407014349402493,-0.001740283090004957,-0.019780040520441078,0.00047948481220511097,0.009322785443189383,0.0,0.10724544246436495
193,WT95Theta,5.172931091003895,5.0291294268098685,5.380783309456315,-0.00304796207038327,-0.009731878245537728,-0.0008886472051625183,0.0,0.0,0.0
