,feature,rmse_median_SAPS,rmse_25perc_SAPS,rmse_75perc_SAPS,r2_median_SAPS,r2_25perc_SAPS,r2_75perc_SAPS,r_median_SAPS,r_25perc_SAPS,r_75perc_SAPS
96,INSTalpha_clusteringcoefficient,3.1380052984932503,3.0518502287342364,3.2590944524777656,-0.0002659874577539689,-0.003821829633709306,0.002117756593232878,0.0,0.0,0.09412984329840775
97,INSTalpha_nodestrength,3.160302221866961,3.0591017930794795,3.2739583216728336,-0.0008125715730145089,-0.006984832713510247,-8.741992419691869e-05,0.0,0.0,2.3782955096893904e-05
98,INSTbeta_betwcentr,3.170092954770752,3.0843516687198327,3.2782309870840254,-0.0010925762159554875,-0.0076589614160183506,-0.0003999192548525543,0.0,0.0,0.0
99,INSTbeta_clusteringcoefficient,3.1619122796793917,3.059842594432425,3.283707208883821,-0.00025026764558133685,-0.002153649001698843,0.002205502005128007,0.008928172796689629,0.0,0.10474266719570273
100,INSTbeta_nodestrength,3.1587561074578474,3.059237671514243,3.2694176239975103,-0.0007225440605405087,-0.0016075729980696285,-7.68144327737974e-05,0.0,0.0,0.0
101,INSTdelta_betwcentr,3.1592876282879745,3.0713705160311293,3.243696623290462,-0.0007822974865769883,-0.0034835522463976254,-2.431806163805117e-05,0.0,0.0,0.02007652765052248
102,INSTdelta_clusteringcoefficient,3.1654242458251645,3.0583645888303925,3.291657647477652,-0.000799702763912391,-0.0058098250207276325,-7.68144327737974e-05,0.0,0.0,0.004255690479071032
103,INSTdelta_nodestrength,3.161564342797993,3.0583645888303925,3.2575856880064875,-0.000799702763912391,-0.0021071999833686683,-0.00017686833670405022,0.0,0.0,0.0
104,INSTgamma_betwcentr,3.1654242458251645,3.0713705160311293,3.286000016797492,-0.0007596650408520089,-0.0015469952422823008,-9.04242696176949e-05,0.0,0.0,0.0
105,INSTgamma_clusteringcoefficient,3.1615133011319525,3.0589238011039437,3.2530481077932247,-0.0004674892315340573,-0.005737759382528684,0.0009697920507384106,0.0,0.0,0.13763043311637535
106,INSTgamma_nodestrength,3.1625060749608127,3.0589238011039437,3.279746420898156,-0.0005867126937406653,-0.0018183251371178821,-7.586100183309963e-06,0.0,0.0,0.03752461193673291
107,INSTtheta_betwcentr,3.1587394514810456,3.0673854356137173,3.2581733454641624,-0.001250719716509363,-0.014692089696162536,-8.820514761542775e-05,0.0,-0.03697541980382076,0.018279767167042868
108,INSTtheta_clusteringcoefficient,3.136117778451094,3.0518645353436114,3.24315608679278,-0.000660804183127861,-0.0012772500784146712,-8.741992419691869e-05,0.0,0.0,0.0
109,INSTtheta_nodestrength,3.141362788431447,3.0518645353436114,3.2398331731338756,-0.000734817563827872,-0.0015469952422823008,-9.185855055676706e-05,0.0,0.0,0.0
110,KFD_Alpha,3.179670582951458,3.0732413226714392,3.3110045340398777,-0.0022881139420520835,-0.04681949404513397,-0.0002376677117268966,0.0,-0.024007073643722725,0.0
111,KFD_Beta,3.138159188652608,3.0443955004990486,3.2217845172607547,-8.972217240943436e-05,-0.0011106209651604582,0.008260661692731819,0.04858932311754426,0.0,0.11549677589838678
112,KFD_Delta,3.1370959917016163,3.0550477645385046,3.2471234541466187,-0.000734817563827872,-0.0016075729980696285,-8.820514761542775e-05,0.0,0.0,0.0
113,KFD_Gamma,3.1622600392395865,3.0535469410340563,3.2494384470614563,-0.000780421725016911,-0.0037003355776561997,-7.075921634569493e-06,0.0,0.0,0.050697348581344365
114,KFD_Theta,3.1919000302757836,3.0854959869156535,3.289034768044599,-0.0015752729834124235,-0.035704749821072856,-8.819210409838352e-05,0.0,-0.003933254011910477,0.05207067295206785
115,LCOHalpha_betwcentr,3.1569601809511183,3.067957853424887,3.2570086065051904,-0.000660804183127861,-0.0014622909944736473,-8.775497341145799e-05,0.0,0.0,0.0
116,LCOHalpha_clusteringcoefficient,3.1451993594697534,3.059237671514243,3.2492413692135496,-0.0007252122083417634,-0.005090132734415109,-8.820514761542775e-05,0.0,0.0,0.0
117,LCOHalpha_nodestrength,3.1438623162267643,3.0618112473106347,3.245019130665769,-0.0005553664079744891,-0.001569790527488124,-4.4887458007403236e-05,0.0,0.0,0.0
118,LCOHbeta_betwcentr,3.1445488626458813,3.049200353437625,3.232846102016669,-9.522541411177698e-06,-0.0007139511492059158,0.004360948090067929,0.012171571677189998,0.0,0.14409279136851033
119,LCOHbeta_clusteringcoefficient,3.136117778451094,3.0550477645385046,3.25560854498924,-0.000716958288759284,-0.001550084669691254,-8.820514761542775e-05,0.0,0.0,0.0
120,LCOHbeta_nodestrength,3.136117778451094,3.0518645353436114,3.252967143391528,-0.0006925130459346507,-0.0013260911561360778,-9.031143924020935e-05,0.0,0.0,0.0
121,LCOHdelta_betwcentr,3.1408158648856377,3.0518645353436114,3.224500300417308,-0.0004503277950020923,-0.0017068306984774906,-4.2920793291656434e-05,0.0,0.0,0.0012381129485393126
122,LCOHdelta_clusteringcoefficient,3.172721192754347,3.051498055694083,3.284768432559004,-0.0016148957741882741,-0.028181926734132834,-0.0006113595035412422,0.0,-0.1242128392030623,0.0
123,LCOHdelta_nodestrength,3.169006228970642,3.051528579689208,3.2650698232903377,-0.0013502810567719292,-0.013476416522774703,-0.00023545619105957982,0.0,-0.11714243453248513,0.0
124,LCOHgamma_betwcentr,3.1438623162267643,3.0535469410340563,3.2217845172607547,-0.00056292930861912,-0.0012772500784146712,-8.741992419691869e-05,0.0,0.0,0.0
125,LCOHgamma_clusteringcoefficient,3.165032586659338,3.0713705160311293,3.2598134309620415,-0.0011636958810635756,-0.011380536243879691,-0.00023577782217493182,0.0,-0.004430703724936577,0.0
126,LCOHgamma_nodestrength,3.153482226129886,3.0540955799433176,3.277698686461924,-0.0009376816294788259,-0.008168010280456883,-8.820514761542775e-05,0.0,0.0,0.0016804857452898184
127,LCOHtheta_betwcentr,3.151285760461265,3.036879022126693,3.2467597303285993,-2.2926394891764623e-05,-0.004998909484338565,0.009346288093128208,0.05641085403021586,0.0,0.16135025341227283
128,LCOHtheta_clusteringcoefficient,3.167467417157787,3.059237671514243,3.2570086065051904,-0.0007596650408520089,-0.002421492303915307,-0.00020922033286302488,0.0,-0.0057126272417133625,0.0
129,LCOHtheta_nodestrength,3.169006228970642,3.068835581570058,3.2852991436115984,-0.0007596650408520089,-0.0032863398033625146,-9.115645334850653e-05,0.0,0.0,0.0
130,LPSalpha_betwcentr,3.173118469236509,3.0589238011039437,3.284377138544124,-0.0010411953405792262,-0.014339370686227149,-0.00022445205346555142,0.0,-0.0011171619917218316,0.0
131,LPSalpha_clusteringcoefficient,3.155167570863502,3.0550477645385046,3.2534296391998305,-0.00056292930861912,-0.0013260911561360778,-8.741992419691869e-05,0.0,0.0,0.0
132,LPSalpha_nodestrength,3.155167570863502,3.0595059147873123,3.2598134309620415,-0.0006925130459346507,-0.0013879735271707383,-8.820514761542775e-05,0.0,0.0,0.0
133,LPSbeta_betwcentr,3.136117778451094,3.0542884566302915,3.2598134309620415,-0.0007225440605405087,-0.0014633208036099465,-8.820514761542775e-05,0.0,0.0,0.0
134,LPSbeta_clusteringcoefficient,3.147423033087832,3.0535469410340563,3.2570086065051904,-0.000660804183127861,-0.0012772500784146712,-8.775497341145799e-05,0.0,0.0,0.0
135,LPSbeta_nodestrength,3.1654242458251645,3.0608060836025626,3.304858030668596,-0.000786302471459277,-0.02090089999948297,-0.000226184934308038,0.0,-0.09028891603626557,0.0
136,LPSdelta_betwcentr,3.16186838007376,3.059987332530273,3.2598134309620415,-0.0006925130459346507,-0.0019108908644409062,-8.775497341145799e-05,0.0,0.0,0.0
137,LPSdelta_clusteringcoefficient,3.1478428186958505,3.0518645353436114,3.2570086065051904,-0.0006765669990445033,-0.001562678826551922,-7.68144327737974e-05,0.0,0.0,0.0
138,LPSdelta_nodestrength,3.1541143179918034,3.0518645353436114,3.2419411677136694,-0.0006765669990445033,-0.001562678826551922,-8.775497341145799e-05,0.0,0.0,0.0
139,LPSgamma_betwcentr,3.161564342797993,3.0511014545424913,3.293841031838897,-0.0005788753555092674,-0.006196673521664198,-4.308411379011501e-05,0.0,0.0,0.005303104443727126
140,LPSgamma_clusteringcoefficient,3.1522770892597927,3.066665841236407,3.268551577046002,-0.000772528517779314,-0.026169401847943363,-1.8952071606626042e-05,0.013438378069311597,0.0,0.1048485960680469
141,LPSgamma_nodestrength,3.15641012170141,3.0611836323934396,3.2723861914160794,-0.00016268666686669597,-0.02522750419297909,0.00774473451743779,0.0969537298606119,0.02433994337642309,0.20398055964028877
142,LPStheta_betwcentr,3.152719313203799,3.042010893445635,3.2671231444372557,-4.150339073161202e-05,-0.008466514116651336,0.006709419800491084,0.025724197654072717,0.0,0.1642680803109524
143,LPStheta_clusteringcoefficient,3.1646802004319685,3.059237671514243,3.2625656694188705,-0.0007596650408520089,-0.0028257455110692886,-0.0001771123979476541,0.0,0.0,0.0
144,LPStheta_nodestrength,3.159777385277966,3.0550477645385046,3.2688585297396644,-0.000716958288759284,-0.0013882201821419637,-9.04242696176949e-05,0.0,0.0,0.0
145,LT95Alpha,3.1539176611771778,3.0518645353436114,3.280855891660404,-0.0005360615447091988,-0.007252174921745902,-7.057613888306058e-06,0.0,-0.006014158520626716,0.03852864478555495
146,LT95Beta,3.16186838007376,3.0713705160311293,3.2570086065051904,-0.0007283088634685297,-0.0016075729980696285,-8.820514761542775e-05,0.0,0.0,0.0
147,LT95Delta,3.1461435672659577,3.0602466792603096,3.2326127091086247,-0.0006980988177158753,-0.0016030885795856875,-8.775497341145799e-05,0.0,-0.02364597591343088,0.0
148,LT95Gamma,3.1433422457861315,3.0535469410340563,3.246432842148699,-0.0010260267979528281,-0.004851465497667018,-0.00016735864703737446,0.0,-0.028031768094359658,0.0
149,LT95Theta,3.1554716081392686,3.059237671514243,3.2392571447825826,-0.0002534521239755394,-0.0016064108086203954,-7.124584932516331e-06,0.0,0.0,0.043248729101774186
150,LyapExp,3.1585491346284886,3.07495037572635,3.2570086065051904,-0.0008347817496460186,-0.007613463280372712,-0.0001771123979476541,0.0,-0.009371166205508652,0.0
151,LZC_exhaustive,3.1438623162267643,3.053542172164265,3.299341446574745,-0.00023362147779504294,-0.001550084669691254,0.0002874815430298494,0.0,0.0,0.0684964683211238
152,LZC_primitive,3.148752017379393,3.053542172164265,3.3042173567776723,-0.0003458605276375204,-0.001550084669691254,-6.885543380963366e-06,0.0,0.0,0.06562404334597521
153,Microstates_Temp_Param,3.1448473015913962,3.0535469410340563,3.2570086065051904,-0.0007225440605405087,-0.0015469952422823008,-9.019975616869624e-05,0.0,0.0,0.0
154,Microstates_Transitions,3.164466322775372,3.059237671514243,3.2726879101188167,-0.000786302471459277,-0.007499412983265341,-0.000226184934308038,0.0,-0.022210781632241286,0.0
155,Mobility,3.154054443110269,3.0663519708261084,3.2920664709630203,-0.0004569250344104159,-0.008240899350754172,0.0010586821462927332,0.0,0.0,0.08850563621123499
156,rEEG_asymmetry_Alpha,3.1622600392395865,3.068182253517505,3.268551577046002,-0.0008259718654676229,-0.00500589240921856,-8.820514761542775e-05,0.0,-0.05682564035287066,0.0
157,rEEG_asymmetry_Beta,3.16186838007376,3.057340829654671,3.284921870700942,-0.0007558244882939213,-0.002435397400776085,-0.0001849616592696779,0.0,0.0,0.0
158,rEEG_asymmetry_Delta,3.161564342797993,3.0518645353436114,3.268551577046002,-0.0007652955469932277,-0.006288052398928656,-0.0002135423158957095,0.0,0.0,0.0
159,rEEG_asymmetry_Gamma,3.1428369224561723,3.0535469410340563,3.2574560764670712,-0.0006644705561512643,-0.0029266298972529525,-7.68144327737974e-05,0.0,-0.0057700587103947775,0.0
160,rEEG_asymmetry_Theta,3.161564342797993,3.0518645353436114,3.241425698623977,-0.0007321494160266173,-0.005429377296835403,-4.308411379011501e-05,0.0,0.0,0.0
161,rEEG_CV_Alpha,3.155167570863502,3.053732939958672,3.2441493952102913,-0.0007287110976680333,-0.001550084669691254,-8.741992419691869e-05,0.0,0.0,0.0
162,rEEG_CV_Beta,3.1551764175998294,3.0518645353436114,3.2570086065051904,-0.0007225440605405087,-0.002796712569924309,-3.483642981738644e-05,0.0,-0.011339752750624488,0.0
163,rEEG_CV_Delta,3.144352180474586,3.0518645353436114,3.2571477417071018,-0.0006873444237072146,-0.0019338606469649355,-7.68144327737974e-05,0.0,0.0,0.0
164,rEEG_CV_Gamma,3.1438623162267643,3.0518645353436114,3.2217845172607547,-0.0006925130459346507,-0.0013882201821419637,-8.741992419691869e-05,0.0,0.0,0.0
165,rEEG_CV_Theta,3.1438623162267643,3.0522603162834643,3.2241943577551853,-0.000660804183127861,-0.0016075729980696285,-4.4887458007403236e-05,0.0,0.0,0.0
166,RQA_determinism,3.1333760772500314,3.0550477645385046,3.2795411073062946,-0.00045992633088942636,-0.02361546687101207,0.014012457065748357,0.016522852681593713,0.0,0.13932303181722813
167,RQA_entropy,3.163948475292406,3.0564440550545804,3.2647182726291177,-0.000716958288759284,-0.0055122665891803035,-1.9203053047811558e-05,0.0,0.0,0.03525603050694099
168,RQA_laminarity,3.165842022385064,3.052165343959992,3.3324952335855285,-0.00034173893222511076,-0.022602277469286725,0.017186946599237585,0.02795355066679095,0.0,0.15940781749419747
169,RQA_max_diag,3.1599806756944893,3.0591552295505613,3.310284441376802,-0.0012264370940425762,-0.03567282754148593,-9.115645334850653e-05,0.0,-0.002795526340948689,0.044066116508382394
170,RQA_max_vert,3.1504727610920193,3.0403830936380727,3.245466119750885,-6.587906002430977e-05,-0.001308221827699796,0.011765636089893394,0.0,0.0,0.12048352226158304
171,RQA_mean_diag,3.1586100304174938,3.0550477645385046,3.2535819090694527,-0.0007596650408520089,-0.00860818218274051,-3.478404076340258e-05,0.0,0.0,0.0
172,RQA_rte,3.163744393256286,3.084664799646437,3.305891376312464,-0.0006765669990445033,-0.030791351347379203,-7.291707932399749e-06,0.0,-0.003533526457710539,0.010756619410220165
173,RQA_trappingtime,3.1354355218733856,3.0348457977316317,3.2722141714029407,0.000593204206467357,-0.024890787687888438,0.024322243388516407,0.0764841926973986,0.0,0.1842505979298069
174,SampEn,3.1329511900229985,3.0518502287342364,3.2746250853212144,-4.46680771780672e-05,-0.008696526512975866,0.02106691224206994,0.05806939230744804,0.0,0.17531309035211376
175,SE_Alpha,3.1555974863565712,3.0648632596955983,3.2370864989900676,-0.0007011954728426417,-0.0037581942284677927,-7.68144327737974e-05,0.0,0.0,0.0
176,SE_Beta,3.1590323250003363,3.059148146043866,3.257303632035444,-0.0007522478821656575,-0.006102306599466478,-7.664949211061423e-05,0.0,-0.058602772448072375,0.0
177,SE_Delta,3.1438623162267643,3.0559606753083233,3.245019130665769,-0.0006925130459346507,-0.001550084669691254,-4.450151635015942e-05,0.0,0.0,0.0
178,SE_Gamma,3.1709912864064886,3.066665841236407,3.315883301315148,-0.0007421113901211474,-0.04115757030536671,-1.8952071606626042e-05,0.0,-0.03178059607156931,0.02915848770509286
179,SE_Theta,3.1636449243451428,3.096852154847321,3.266570567461922,-0.0008774707169769691,-0.029230438095719458,-4.3415615281205966e-05,0.0,-0.03948498857268294,0.027598168100553783
180,slor_alpha,3.136117778451094,3.0518645353436114,3.2217845172607547,-0.00047343758035589545,-0.00118769227822485,-8.741992419691869e-05,0.0,0.0,0.0
181,slor_beta,3.1438623162267643,3.0535469410340563,3.2651433409254613,-0.00047343758035589545,-0.0014117882649499758,-8.741992419691869e-05,0.0,0.0,0.0
182,slor_delta,3.136117778451094,3.0518645353436114,3.2217845172607547,-0.00047343758035589545,-0.0010869196011876192,-8.741992419691869e-05,0.0,0.0,0.0
183,slor_gamma,3.138338188318012,3.0518645353436114,3.246929976952388,-0.0005788753555092674,-0.0015469952422823008,-7.68144327737974e-05,0.0,0.0,0.0
184,slor_theta,3.136117778451094,3.0518645353436114,3.2454351710399787,-0.00047343758035589545,-0.001189533835345924,-8.741992419691869e-05,0.0,0.0,0.0
185,Theta,3.162561606978504,3.052716787364923,3.2704856060083545,-0.0014892258579426443,-0.027603505262153105,-0.00023046477572868929,0.0,-0.04737993173734179,0.0004871344353975793
186,thetaPh_alphaAmp,3.1619745283367857,3.0691655207010666,3.268551577046002,-0.000734817563827872,-0.009638314884150456,-0.0001849616592696779,0.0,-0.07711957991670812,0.0
187,thetaPh_betaAmp,3.168016647223725,3.059237671514243,3.299905398744979,-0.0012150767564398368,-0.03722348192862307,-0.000226184934308038,0.0,-0.13930990774000246,0.0
188,thetaPh_gammaAmp,3.16186838007376,3.067957853424887,3.268551577046002,-0.0006925130459346507,-0.0018486838636417313,-8.741992419691869e-05,0.0,0.0,0.0
189,WT95Alpha,3.1438623162267643,3.0535469410340563,3.30148399286801,-0.0007283088634685297,-0.0018985042941717656,-8.775497341145799e-05,0.0,0.0,0.0
190,WT95Beta,3.155167570863502,3.0595263837305504,3.2598134309620415,-0.0007652955469932277,-0.0014633208036099465,-8.741992419691869e-05,0.0,0.0,0.0
191,WT95Delta,3.1460890843989695,3.0535469410340563,3.245466119750885,-0.0008484916019287914,-0.00279586793758968,-0.0001771123979476541,0.0,-0.02174775862981925,0.0
192,WT95Gamma,3.1527658873062703,3.0535469410340563,3.258245326813992,-0.0007679325967124839,-0.0027634913669071226,-7.68144327737974e-05,0.0,-0.0563140251301203,0.0
193,WT95Theta,3.1583631977949507,3.0748246077620767,3.2668645316861618,-0.000799702763912391,-0.013372351569369556,-1.889703605689741e-05,0.0,0.0,0.06147088511535866
